report.id,period.fiscal-year,cube.description,cube.tree-sequence,report.entity-name,dimensions.count,dimension-pair,cube.primary-local-name,fact.value,unit,cube_id
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",398,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],OtherFinancingSourcesUses,375800.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",398,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],OtherFinancingSourcesUses,1189817.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",398,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],OtherFinancingSourcesUses,61152.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",398,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],OtherFinancingSourcesUses,750969.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",403,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],NetChangeInFundBalance,5344078.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",403,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],NetChangeInFundBalance,11271019.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",403,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],NetChangeInFundBalance,5926941.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",403,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],NetChangeInFundBalance,976393.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",403,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],NetChangeInFundBalance,207879.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",403,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],NetChangeInFundBalance,1221392.0,USD,404000
677267,2020,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],FundBalance,17595289.0,USD,404000
677267,2020,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],FundBalance,56275200.0,USD,404000
677267,2020,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],FundBalance,38679911.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],FundBalance,22939367.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],FundBalance,67546219.0,USD,404000
677267,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],FundBalance,44606852.0,USD,404000
677268,2020,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],FundBalance,904833.0,USD,404000
677268,2020,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],FundBalance,8883.0,USD,404000
677268,2020,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],FundBalance,956470.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],FundBalance,1881226.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],FundBalance,216762.0,USD,404000
677268,2021,"404000 - Statement - Governmental Funds Revenues, Expenditures and Changes in Fund Balances, General, Aggregate Nonmajor",404,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],FundBalance,2177862.0,USD,404000
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",17,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],CashAndCashEquivalentsModifiedAccrual,22374094.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",17,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],CashAndCashEquivalentsModifiedAccrual,95101247.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",17,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],CashAndCashEquivalentsModifiedAccrual,1976635.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",17,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],CashAndCashEquivalentsModifiedAccrual,37423.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",17,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],CashAndCashEquivalentsModifiedAccrual,3611549.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",22,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],CashAndCashEquivalentsAndInvestmentsModifiedAccrual,95101247.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",23,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],CashAndInvestmentsModifiedAccrual,22374094.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",23,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],CashAndInvestmentsModifiedAccrual,117475341.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",39,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AccountsReceivableNetOfAllowanceModifiedAccrual,274586.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",39,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AccountsReceivableNetOfAllowanceModifiedAccrual,284926.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",39,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],AccountsReceivableNetOfAllowanceModifiedAccrual,22375.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",39,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AccountsReceivableNetOfAllowanceModifiedAccrual,98433.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",39,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AccountsReceivableNetOfAllowanceModifiedAccrual,120808.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",58,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],PropertyTaxesReceivableModifiedAccrual,104670.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",58,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],PropertyTaxesReceivableModifiedAccrual,262847.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",58,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],PropertyTaxesReceivableModifiedAccrual,0.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",58,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],PropertyTaxesReceivableModifiedAccrual,895333.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",58,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],PropertyTaxesReceivableModifiedAccrual,895333.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",67,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],IncomeTaxesReceivableNetOfAllowanceModifiedAccrual,1312638.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",67,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],IncomeTaxesReceivableNetOfAllowanceModifiedAccrual,1312638.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",118,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],LoansReceivableModifiedAccrual,0.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",118,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],LoansReceivableModifiedAccrual,5177534.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",158,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],DueFromStateGovernmentModifiedAccrual,86834.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",158,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DueFromStateGovernmentModifiedAccrual,194541.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",158,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DueFromStateGovernmentModifiedAccrual,288763.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",161,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DueFromOtherGovernmentModifiedAccrual,4417783.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",161,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DueFromOtherGovernmentModifiedAccrual,14973387.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",161,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],DueFromOtherGovernmentModifiedAccrual,0.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",161,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DueFromOtherGovernmentModifiedAccrual,59730.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",161,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DueFromOtherGovernmentModifiedAccrual,59730.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",166,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DueFromComponentUnitModifiedAccrual,0.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",166,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DueFromComponentUnitModifiedAccrual,6631951.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",169,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],PrepaidExpensesModifiedAccrual,61757.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",169,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],PrepaidExpensesModifiedAccrual,214258.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",169,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],PrepaidExpensesModifiedAccrual,0.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",169,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],PrepaidExpensesModifiedAccrual,13255.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",169,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],PrepaidExpensesModifiedAccrual,13255.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",170,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],PrepaidDepositsModifiedAccrual,152501.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",183,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],LocalUnitShareOfAssessmentImprovementCostsReceivableModifiedAccrual,29014.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",183,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],LocalUnitShareOfAssessmentImprovementCostsReceivableModifiedAccrual,21350.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",183,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],LocalUnitShareOfAssessmentImprovementCostsReceivableModifiedAccrual,50364.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",205,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AssetsModifiedAccrual,28545528.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",205,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AssetsModifiedAccrual,146332882.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",205,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],AssetsModifiedAccrual,117787354.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",205,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],AssetsModifiedAccrual,2114858.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",205,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AssetsModifiedAccrual,1320065.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",205,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AssetsModifiedAccrual,6923608.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",210,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AssetsAndDeferredOutflowsOfResourcesModifiedAccrual,28545528.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",210,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],AssetsAndDeferredOutflowsOfResourcesModifiedAccrual,117787354.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",213,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AccountsPayableModifiedAccrual,2664256.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",213,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AccountsPayableModifiedAccrual,7121110.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",213,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],AccountsPayableModifiedAccrual,123348.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",213,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AccountsPayableModifiedAccrual,108337.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",213,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AccountsPayableModifiedAccrual,337284.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",232,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AccruedLiabilitiesModifiedAccrual,1259634.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",232,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AccruedLiabilitiesModifiedAccrual,1718552.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",232,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],AccruedLiabilitiesModifiedAccrual,36026.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",232,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AccruedLiabilitiesModifiedAccrual,152851.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",232,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],AccruedLiabilitiesModifiedAccrual,188877.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",235,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],AccruedWagesAndRelatedLiabilitiesPayableModifiedAccrual,458918.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",240,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],AllOtherAccountsPayableAndAccruedLiabilitiesModifiedAccrual,2848655.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",240,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],AllOtherAccountsPayableAndAccruedLiabilitiesModifiedAccrual,5988861.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",253,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DueToOtherGovernmentsModifiedAccrual,184399.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",253,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DueToOtherGovernmentsModifiedAccrual,184399.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",253,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],DueToOtherGovernmentsModifiedAccrual,24450.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",253,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DueToOtherGovernmentsModifiedAccrual,117940.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",253,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DueToOtherGovernmentsModifiedAccrual,143695.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",257,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],DueToOtherFundsModifiedAccrual,0.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",257,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DueToOtherFundsModifiedAccrual,351478.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",257,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DueToOtherFundsModifiedAccrual,351478.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",269,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DepositsHeldForOthersModifiedAccrual,0.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",269,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],DepositsHeldForOthersModifiedAccrual,1532007.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",295,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],UnearnedRevenueModifiedAccrual,0.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",295,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],UnearnedRevenueModifiedAccrual,50196893.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",295,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'MajorFundsExcludingGeneralFundsMember'}],UnearnedRevenueModifiedAccrual,50196893.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",295,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],UnearnedRevenueModifiedAccrual,0.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",295,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],UnearnedRevenueModifiedAccrual,0.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",295,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],UnearnedRevenueModifiedAccrual,1418101.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",307,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],LiabilitiesModifiedAccrual,4108289.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",307,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],LiabilitiesModifiedAccrual,60752961.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",307,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'AggregateNonmajorFundMember'}],LiabilitiesModifiedAccrual,183824.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",307,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],LiabilitiesModifiedAccrual,770841.0,USD,300690
677268,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",307,County of Ogemaw,1,[{'GovernmentalFundsAxis': 'GovernmentalFundsMember'}],LiabilitiesModifiedAccrual,2479670.0,USD,300690
677267,2021,"300690 - Statement - Governmental Funds Balance Sheet, General, Aggregate Nonmajor, Totals (Unclassified)",309,"Flint, Michigan",1,[{'GovernmentalFundsAxis': 'GeneralFundMember'}],DeferredInflowsOfResourcesTaxesLeviedForASubsequentPeriodModifiedAccrual,102573.0,USD,300690
